freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.178e+01,1.850e+02,1.922e+03,2.139e+03
1.5,3.039e+01,1.142e+02,1.094e+03,1.239e+03
3.0,1.911e+01,1.868e+01,3.848e+01,7.627e+01
4.6,2.030e+01,1.904e+01,3.309e+02,3.703e+02
6.1,2.151e+01,1.892e+01,1.271e+03,1.311e+03
7.6,2.588e+01,1.732e+01,2.094e+03,2.138e+03
9.1,2.803e+01,1.937e+01,3.055e+03,3.102e+03
10.6,3.124e+01,1.930e+01,4.011e+03,4.062e+03
12.1,2.663e+01,1.974e+01,4.968e+03,5.014e+03
13.7,2.130e+01,1.973e+01,6.843e+03,6.884e+03
15.2,2.027e+01,2.332e+01,9.536e+03,9.580e+03
16.7,2.052e+01,3.285e+01,1.278e+04,1.284e+04
18.2,2.263e+01,4.230e+01,1.631e+04,1.637e+04
19.7,2.329e+01,5.063e+01,2.075e+04,2.082e+04
21.2,2.489e+01,7.384e+01,2.688e+04,2.698e+04
22.8,3.627e+01,1.186e+02,3.506e+04,3.522e+04
24.3,5.525e+01,1.895e+02,4.588e+04,4.613e+04
25.8,4.908e+01,3.740e+02,6.193e+04,6.235e+04
27.3,4.675e+01,7.724e+02,8.559e+04,8.640e+04
28.8,7.654e+01,1.666e+03,1.194e+05,1.211e+05
30.4,1.754e+02,3.712e+03,1.707e+05,1.746e+05
31.9,5.125e+02,7.701e+03,2.510e+05,2.592e+05
33.4,1.270e+03,1.496e+04,3.796e+05,3.959e+05
34.9,2.864e+03,3.141e+04,6.126e+05,6.468e+05
36.4,4.312e+03,5.367e+04,9.680e+05,1.026e+06
37.9,6.087e+03,9.171e+04,1.722e+06,1.820e+06
39.5,1.254e+04,1.711e+05,3.492e+06,3.676e+06
41.0,2.787e+04,3.336e+05,6.871e+06,7.232e+06
42.5,3.507e+04,4.337e+05,7.694e+06,8.162e+06
44.0,3.215e+04,3.862e+05,5.759e+06,6.177e+06
