freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.904e+01,3.055e+01,1.160e+03,1.240e+03
1.5,5.994e+01,5.524e+01,6.764e+02,7.915e+02
3.0,4.729e+01,5.091e+01,5.920e+01,1.574e+02
4.5,3.974e+01,5.264e+01,3.268e+02,4.192e+02
6.0,4.363e+01,6.436e+01,1.245e+03,1.353e+03
7.5,3.834e+01,8.048e+01,2.043e+03,2.162e+03
9.0,4.248e+01,8.691e+01,2.940e+03,3.069e+03
10.5,5.617e+01,5.793e+01,3.599e+03,3.713e+03
12.0,5.511e+01,5.465e+01,4.865e+03,4.975e+03
13.5,5.235e+01,5.917e+01,6.978e+03,7.090e+03
15.0,4.861e+01,5.164e+01,9.505e+03,9.605e+03
16.5,4.342e+01,4.685e+01,1.229e+04,1.238e+04
18.0,5.152e+01,5.219e+01,1.570e+04,1.580e+04
19.5,5.568e+01,6.125e+01,2.016e+04,2.028e+04
21.0,5.943e+01,6.633e+01,2.549e+04,2.561e+04
22.5,7.019e+01,6.477e+01,3.244e+04,3.257e+04
24.0,7.832e+01,5.837e+01,4.189e+04,4.203e+04
25.5,1.065e+02,6.902e+01,5.487e+04,5.505e+04
27.0,1.483e+02,6.912e+01,7.344e+04,7.366e+04
28.5,2.056e+02,7.122e+01,1.022e+05,1.025e+05
30.0,3.241e+02,8.571e+01,1.431e+05,1.435e+05
31.5,5.839e+02,1.610e+02,1.993e+05,2.000e+05
33.0,1.057e+03,4.032e+02,2.829e+05,2.844e+05
34.5,1.830e+03,1.298e+03,4.402e+05,4.434e+05
36.0,3.456e+03,4.809e+03,8.437e+05,8.520e+05
37.5,6.487e+03,1.543e+04,1.809e+06,1.831e+06
39.0,9.718e+03,3.356e+04,3.523e+06,3.567e+06
40.5,9.432e+03,4.586e+04,4.524e+06,4.579e+06
42.0,6.194e+03,3.831e+04,3.899e+06,3.943e+06
43.5,3.293e+03,2.734e+04,2.935e+06,2.966e+06
45.0,1.623e+03,2.229e+04,2.158e+06,2.182e+06
46.5,1.162e+03,1.958e+04,1.568e+06,1.589e+06
48.1,2.113e+03,1.489e+04,1.050e+06,1.067e+06
49.6,3.957e+03,8.355e+03,5.848e+05,5.971e+05
51.1,7.751e+03,5.701e+03,3.423e+05,3.558e+05
52.6,1.635e+04,7.009e+03,2.550e+05,2.784e+05
54.1,2.324e+04,1.050e+04,2.373e+05,2.711e+05
55.6,1.856e+04,1.305e+04,2.071e+05,2.387e+05
57.1,1.150e+04,1.418e+04,1.567e+05,1.824e+05
58.6,1.037e+04,1.994e+04,1.251e+05,1.554e+05
60.1,1.431e+04,2.960e+04,1.129e+05,1.568e+05
61.6,1.859e+04,3.822e+04,1.022e+05,1.590e+05
63.1,2.374e+04,4.765e+04,8.016e+04,1.515e+05
64.6,3.979e+04,4.983e+04,6.446e+04,1.541e+05
66.1,6.275e+04,4.308e+04,6.720e+04,1.730e+05
67.6,7.478e+04,3.210e+04,7.712e+04,1.840e+05
69.1,8.170e+04,2.300e+04,8.672e+04,1.914e+05
70.6,8.897e+04,1.555e+04,9.756e+04,2.021e+05
72.1,9.981e+04,9.125e+03,1.131e+05,2.220e+05
73.6,1.131e+05,4.820e+03,1.308e+05,2.487e+05
75.1,1.201e+05,2.537e+03,1.392e+05,2.618e+05
76.6,1.246e+05,2.035e+03,1.396e+05,2.662e+05
78.1,1.429e+05,3.748e+03,1.480e+05,2.946e+05
79.6,1.981e+05,9.633e+03,1.852e+05,3.930e+05
81.1,2.505e+05,1.668e+04,2.136e+05,4.809e+05
82.6,2.776e+05,2.219e+04,2.140e+05,5.138e+05
84.1,2.543e+05,2.353e+04,1.798e+05,4.577e+05
