freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.320e+02,3.824e+02,6.963e+02,1.211e+03
1.5,1.148e+02,2.985e+02,4.364e+02,8.497e+02
2.9,5.496e+01,8.087e+01,7.188e+01,2.077e+02
4.4,5.679e+01,8.708e+01,2.657e+02,4.095e+02
5.9,6.914e+01,9.012e+01,1.140e+03,1.300e+03
7.3,6.827e+01,9.583e+01,2.000e+03,2.164e+03
8.8,7.114e+01,1.055e+02,2.808e+03,2.985e+03
10.3,7.929e+01,9.686e+01,3.632e+03,3.808e+03
11.7,7.421e+01,8.848e+01,4.665e+03,4.828e+03
13.2,7.025e+01,8.213e+01,6.645e+03,6.798e+03
14.7,7.133e+01,1.170e+02,8.981e+03,9.169e+03
16.1,6.002e+01,1.002e+02,1.206e+04,1.222e+04
17.6,5.847e+01,9.195e+01,1.568e+04,1.583e+04
19.1,6.806e+01,1.227e+02,2.065e+04,2.084e+04
20.5,7.345e+01,1.882e+02,2.705e+04,2.731e+04
22.0,8.730e+01,2.417e+02,3.478e+04,3.511e+04
23.5,1.020e+02,3.020e+02,4.595e+04,4.635e+04
24.9,9.604e+01,4.726e+02,6.093e+04,6.150e+04
26.4,8.578e+01,6.697e+02,8.157e+04,8.233e+04
27.9,1.018e+02,1.549e+03,1.163e+05,1.180e+05
29.4,1.595e+02,4.041e+03,1.710e+05,1.752e+05
30.8,4.101e+02,1.192e+04,2.742e+05,2.866e+05
32.3,1.727e+03,4.148e+04,4.993e+05,5.425e+05
33.8,1.136e+04,1.552e+05,9.597e+05,1.126e+06
35.2,6.790e+04,3.786e+05,1.455e+06,1.901e+06
36.7,2.193e+05,6.019e+05,1.740e+06,2.561e+06
38.2,3.517e+05,6.795e+05,1.850e+06,2.881e+06
39.6,3.322e+05,6.082e+05,1.536e+06,2.476e+06
41.1,2.604e+05,5.174e+05,1.082e+06,1.860e+06
42.6,1.971e+05,4.477e+05,7.716e+05,1.416e+06
44.0,1.551e+05,4.008e+05,6.914e+05,1.247e+06
45.5,1.740e+05,3.655e+05,7.369e+05,1.276e+06
