freq,psd_x,psd_y,psd_z,psd_xyz
148.8,3.004e+02,4.161e+03,1.159e+02,4.578e+03
150.3,2.207e+02,3.204e+03,8.453e+01,3.509e+03
151.8,2.137e+02,2.489e+03,8.391e+01,2.787e+03
153.3,2.954e+02,2.198e+03,8.090e+01,2.574e+03
154.8,3.285e+02,2.126e+03,9.723e+01,2.552e+03
156.3,3.812e+02,2.324e+03,1.132e+02,2.818e+03
157.8,5.388e+02,2.354e+03,1.256e+02,3.019e+03
159.3,7.370e+02,2.092e+03,1.322e+02,2.962e+03
160.8,9.165e+02,1.755e+03,1.339e+02,2.806e+03
162.3,9.802e+02,1.519e+03,1.463e+02,2.646e+03
163.8,1.013e+03,1.353e+03,1.513e+02,2.517e+03
165.3,1.177e+03,1.132e+03,1.694e+02,2.479e+03
166.8,1.348e+03,1.029e+03,2.012e+02,2.578e+03
168.3,1.490e+03,1.016e+03,2.178e+02,2.724e+03
169.8,1.521e+03,9.333e+02,2.263e+02,2.680e+03
171.3,1.429e+03,8.899e+02,2.001e+02,2.519e+03
172.8,1.255e+03,8.570e+02,1.741e+02,2.286e+03
174.3,1.174e+03,7.985e+02,1.776e+02,2.150e+03
175.8,1.049e+03,7.664e+02,1.559e+02,1.971e+03
177.3,1.062e+03,8.561e+02,1.499e+02,2.068e+03
178.8,1.027e+03,9.280e+02,1.521e+02,2.107e+03
180.3,8.201e+02,8.443e+02,1.414e+02,1.806e+03
181.8,7.435e+02,7.561e+02,1.242e+02,1.624e+03
183.3,6.615e+02,6.298e+02,1.248e+02,1.416e+03
184.8,5.463e+02,6.221e+02,1.094e+02,1.278e+03
186.3,4.798e+02,5.572e+02,1.190e+02,1.156e+03
187.8,4.491e+02,4.691e+02,1.311e+02,1.049e+03
189.3,5.407e+02,3.913e+02,1.291e+02,1.061e+03
190.8,6.263e+02,3.966e+02,1.296e+02,1.152e+03
192.3,6.825e+02,4.452e+02,1.572e+02,1.285e+03
193.9,6.693e+02,3.618e+02,1.865e+02,1.218e+03
195.4,7.158e+02,2.991e+02,2.254e+02,1.240e+03
196.9,8.941e+02,3.088e+02,3.184e+02,1.521e+03
198.4,1.206e+03,3.635e+02,4.253e+02,1.995e+03
199.9,1.737e+03,4.373e+02,5.133e+02,2.688e+03
