freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.647e+01,1.936e+01,1.218e+03,1.274e+03
1.5,4.688e+01,5.395e+01,7.014e+02,8.022e+02
3.0,4.027e+01,5.188e+01,4.682e+01,1.390e+02
4.5,4.286e+01,4.980e+01,3.220e+02,4.146e+02
6.0,4.342e+01,4.706e+01,1.282e+03,1.373e+03
7.5,4.056e+01,6.217e+01,2.086e+03,2.189e+03
9.0,4.097e+01,6.813e+01,3.041e+03,3.151e+03
10.5,3.457e+01,5.835e+01,3.710e+03,3.803e+03
12.0,3.215e+01,4.493e+01,4.829e+03,4.906e+03
13.4,3.899e+01,4.688e+01,7.006e+03,7.092e+03
14.9,3.696e+01,5.228e+01,9.601e+03,9.691e+03
16.4,3.846e+01,4.980e+01,1.229e+04,1.238e+04
17.9,4.486e+01,5.885e+01,1.576e+04,1.587e+04
19.4,4.559e+01,6.403e+01,2.079e+04,2.090e+04
20.9,5.505e+01,6.206e+01,2.690e+04,2.702e+04
22.4,6.905e+01,5.555e+01,3.435e+04,3.448e+04
23.9,7.762e+01,6.296e+01,4.467e+04,4.481e+04
25.4,9.309e+01,7.038e+01,5.823e+04,5.839e+04
26.9,1.282e+02,6.614e+01,7.749e+04,7.769e+04
28.4,1.787e+02,6.086e+01,1.069e+05,1.071e+05
29.9,2.943e+02,6.346e+01,1.496e+05,1.500e+05
31.4,5.864e+02,8.937e+01,2.089e+05,2.096e+05
32.9,1.159e+03,2.005e+02,2.888e+05,2.901e+05
34.4,2.064e+03,6.800e+02,4.387e+05,4.414e+05
35.9,3.145e+03,2.387e+03,7.688e+05,7.744e+05
37.4,5.227e+03,9.153e+03,1.636e+06,1.650e+06
38.8,8.354e+03,2.408e+04,3.374e+06,3.406e+06
40.3,8.097e+03,3.463e+04,4.350e+06,4.393e+06
41.8,5.428e+03,3.221e+04,3.701e+06,3.738e+06
43.3,3.065e+03,2.237e+04,2.709e+06,2.734e+06
44.8,1.850e+03,1.377e+04,2.020e+06,2.036e+06
46.3,1.473e+03,8.754e+03,1.589e+06,1.599e+06
47.8,2.616e+03,6.335e+03,1.314e+06,1.323e+06
49.3,7.317e+03,6.070e+03,1.087e+06,1.100e+06
50.8,2.038e+04,6.474e+03,8.288e+05,8.556e+05
52.3,3.795e+04,6.471e+03,6.022e+05,6.466e+05
53.8,3.477e+04,5.709e+03,4.193e+05,4.598e+05
55.3,1.813e+04,4.549e+03,2.565e+05,2.792e+05
56.8,1.090e+04,4.205e+03,1.905e+05,2.056e+05
58.3,9.989e+03,5.609e+03,1.560e+05,1.716e+05
59.8,1.268e+04,7.735e+03,1.218e+05,1.422e+05
61.3,1.584e+04,1.040e+04,1.130e+05,1.392e+05
62.8,1.921e+04,1.804e+04,9.359e+04,1.308e+05
64.3,2.907e+04,2.526e+04,6.354e+04,1.179e+05
65.7,4.207e+04,2.385e+04,5.104e+04,1.170e+05
67.2,6.001e+04,2.004e+04,6.068e+04,1.407e+05
68.7,8.200e+04,1.734e+04,8.485e+04,1.842e+05
70.2,9.964e+04,1.261e+04,1.078e+05,2.200e+05
71.7,1.070e+05,6.723e+03,1.207e+05,2.344e+05
73.2,1.078e+05,2.876e+03,1.261e+05,2.368e+05
74.7,1.010e+05,1.867e+03,1.215e+05,2.243e+05
76.2,9.116e+04,2.065e+03,1.116e+05,2.048e+05
77.7,8.477e+04,2.935e+03,1.019e+05,1.896e+05
79.2,8.602e+04,4.717e+03,9.801e+04,1.887e+05
80.7,9.853e+04,7.700e+03,1.046e+05,2.109e+05
82.2,1.546e+05,1.576e+04,1.452e+05,3.156e+05
83.7,2.283e+05,2.699e+04,1.889e+05,4.442e+05
85.2,2.296e+05,2.971e+04,1.736e+05,4.329e+05
86.7,1.688e+05,2.187e+04,1.179e+05,3.086e+05
