freq,psd_x,psd_y,psd_z,psd_xyz
150.3,4.271e+02,4.807e+03,2.527e+03,7.761e+03
151.8,5.511e+02,4.945e+03,2.666e+03,8.162e+03
153.3,7.043e+02,4.786e+03,3.048e+03,8.539e+03
154.8,7.895e+02,4.448e+03,3.562e+03,8.799e+03
156.4,8.817e+02,4.124e+03,3.884e+03,8.890e+03
157.9,1.052e+03,6.062e+03,4.277e+03,1.139e+04
159.4,1.232e+03,5.698e+03,4.277e+03,1.121e+04
160.9,1.232e+03,4.132e+03,4.430e+03,9.794e+03
162.4,1.452e+03,3.204e+03,4.477e+03,9.133e+03
163.9,1.755e+03,2.621e+03,4.190e+03,8.566e+03
165.5,1.928e+03,2.022e+03,5.189e+03,9.139e+03
167.0,2.264e+03,1.942e+03,6.343e+03,1.055e+04
168.5,2.849e+03,1.667e+03,6.822e+03,1.134e+04
170.0,3.030e+03,1.347e+03,6.946e+03,1.132e+04
171.5,3.260e+03,1.183e+03,7.180e+03,1.162e+04
173.1,4.335e+03,1.156e+03,7.884e+03,1.338e+04
174.6,5.852e+03,1.335e+03,8.363e+03,1.555e+04
176.1,7.302e+03,1.457e+03,8.533e+03,1.729e+04
177.6,8.654e+03,1.480e+03,8.344e+03,1.848e+04
179.1,1.006e+04,2.190e+03,8.435e+03,2.068e+04
180.6,1.123e+04,3.674e+03,8.518e+03,2.342e+04
182.2,1.226e+04,4.662e+03,8.033e+03,2.496e+04
183.7,1.304e+04,4.661e+03,7.448e+03,2.515e+04
185.2,1.316e+04,4.198e+03,7.163e+03,2.452e+04
186.7,1.310e+04,3.574e+03,7.135e+03,2.381e+04
188.2,1.260e+04,3.048e+03,7.011e+03,2.266e+04
189.8,1.191e+04,2.779e+03,7.162e+03,2.185e+04
191.3,1.071e+04,2.690e+03,7.279e+03,2.068e+04
192.8,9.290e+03,2.559e+03,7.038e+03,1.889e+04
194.3,8.683e+03,2.122e+03,6.221e+03,1.703e+04
195.8,8.747e+03,2.133e+03,7.068e+03,1.795e+04
197.3,9.161e+03,2.252e+03,8.216e+03,1.963e+04
198.9,1.039e+04,2.390e+03,9.093e+03,2.187e+04
