freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.635e+01,9.376e+02,1.267e+03,2.231e+03
1.5,3.698e+01,5.473e+02,7.364e+02,1.321e+03
3.0,4.065e+01,4.135e+01,3.765e+01,1.196e+02
4.5,7.577e+01,4.071e+01,3.277e+02,4.442e+02
6.1,6.393e+01,4.925e+01,1.281e+03,1.394e+03
7.6,6.365e+01,4.652e+01,2.136e+03,2.246e+03
9.1,5.381e+01,4.796e+01,3.164e+03,3.266e+03
10.6,4.602e+01,5.010e+01,3.802e+03,3.899e+03
12.1,3.548e+01,5.927e+01,5.117e+03,5.212e+03
13.6,3.158e+01,5.696e+01,7.315e+03,7.404e+03
15.1,3.342e+01,5.507e+01,9.814e+03,9.903e+03
16.6,3.759e+01,7.777e+01,1.315e+04,1.327e+04
18.2,4.363e+01,1.264e+02,1.771e+04,1.788e+04
19.7,5.404e+01,2.376e+02,2.334e+04,2.363e+04
21.2,6.292e+01,3.458e+02,3.002e+04,3.043e+04
22.7,6.565e+01,4.329e+02,3.812e+04,3.862e+04
24.2,6.069e+01,6.092e+02,5.038e+04,5.105e+04
25.7,6.649e+01,1.245e+03,6.995e+04,7.126e+04
27.2,5.878e+01,2.317e+03,9.587e+04,9.825e+04
28.7,6.473e+01,4.775e+03,1.349e+05,1.397e+05
30.3,1.483e+02,1.201e+04,2.074e+05,2.196e+05
31.8,4.785e+02,3.403e+04,3.671e+05,4.016e+05
33.3,2.479e+03,1.180e+05,7.799e+05,9.003e+05
34.8,1.064e+04,4.410e+05,1.906e+06,2.358e+06
36.3,1.833e+04,9.824e+05,3.324e+06,4.325e+06
37.8,2.078e+04,1.448e+06,3.903e+06,5.371e+06
39.3,2.028e+04,1.582e+06,3.361e+06,4.963e+06
40.8,1.866e+04,1.575e+06,2.622e+06,4.216e+06
42.4,1.449e+04,1.580e+06,1.988e+06,3.583e+06
43.9,9.441e+03,1.651e+06,1.566e+06,3.226e+06
45.4,8.077e+03,1.933e+06,1.631e+06,3.573e+06
46.9,7.386e+03,2.467e+06,1.701e+06,4.175e+06
48.4,7.622e+03,2.903e+06,1.575e+06,4.486e+06
49.9,1.008e+04,2.790e+06,1.229e+06,4.028e+06
51.4,1.578e+04,1.982e+06,7.596e+05,2.758e+06
