freq,psd_x,psd_y,psd_z,psd_xyz
81.1,1.830e+03,1.350e+04,1.979e+03,1.731e+04
82.7,1.297e+03,1.052e+04,1.485e+03,1.331e+04
84.2,1.071e+03,7.642e+03,1.172e+03,9.885e+03
85.7,1.181e+03,6.556e+03,1.010e+03,8.748e+03
87.2,1.981e+03,6.388e+03,1.127e+03,9.495e+03
88.7,2.258e+03,7.801e+03,8.562e+02,1.092e+04
90.2,2.225e+03,1.091e+04,5.393e+02,1.367e+04
91.7,2.926e+03,1.395e+04,6.467e+02,1.752e+04
93.2,3.907e+03,1.725e+04,1.188e+03,2.234e+04
94.7,4.569e+03,2.183e+04,2.009e+03,2.841e+04
96.2,4.350e+03,2.551e+04,2.555e+03,3.242e+04
97.7,3.371e+03,2.446e+04,2.546e+03,3.038e+04
99.2,2.877e+03,2.112e+04,2.572e+03,2.657e+04
100.7,2.611e+03,1.758e+04,2.747e+03,2.294e+04
102.2,2.357e+03,1.447e+04,3.117e+03,1.994e+04
103.7,2.456e+03,1.224e+04,3.652e+03,1.835e+04
105.2,2.612e+03,1.034e+04,4.037e+03,1.699e+04
106.7,2.454e+03,8.198e+03,3.986e+03,1.464e+04
108.2,2.565e+03,6.920e+03,4.352e+03,1.384e+04
109.7,2.672e+03,5.447e+03,4.542e+03,1.266e+04
111.2,2.574e+03,3.209e+03,4.569e+03,1.035e+04
112.7,2.316e+03,1.906e+03,4.461e+03,8.683e+03
114.2,2.173e+03,1.476e+03,4.514e+03,8.162e+03
115.7,2.115e+03,1.921e+03,4.654e+03,8.690e+03
117.2,2.238e+03,3.384e+03,4.978e+03,1.060e+04
118.7,2.505e+03,5.805e+03,5.325e+03,1.363e+04
120.2,2.697e+03,9.352e+03,5.448e+03,1.750e+04
121.7,2.782e+03,1.452e+04,5.566e+03,2.286e+04
123.2,2.742e+03,2.239e+04,5.724e+03,3.086e+04
124.7,2.819e+03,3.148e+04,5.844e+03,4.014e+04
126.2,2.783e+03,4.147e+04,5.805e+03,5.006e+04
127.7,3.082e+03,5.914e+04,6.074e+03,6.830e+04
129.2,3.538e+03,7.410e+04,6.092e+03,8.373e+04
130.7,3.802e+03,9.056e+04,6.005e+03,1.004e+05
132.2,3.184e+03,9.227e+04,5.002e+03,1.005e+05
133.7,1.109e+03,3.680e+04,1.545e+03,3.946e+04
135.2,4.865e+02,2.131e+04,5.645e+02,2.236e+04
136.8,4.546e+02,2.290e+04,5.249e+02,2.388e+04
138.3,4.295e+02,2.309e+04,4.916e+02,2.401e+04
139.8,3.606e+02,2.197e+04,4.489e+02,2.278e+04
141.3,2.722e+02,1.957e+04,3.605e+02,2.021e+04
142.8,2.129e+02,1.664e+04,2.759e+02,1.712e+04
144.3,1.623e+02,1.409e+04,2.071e+02,1.446e+04
145.8,1.270e+02,1.205e+04,1.573e+02,1.234e+04
147.3,1.055e+02,1.025e+04,1.283e+02,1.049e+04
148.8,9.663e+01,9.573e+03,1.082e+02,9.778e+03
150.3,1.001e+02,7.985e+03,1.079e+02,8.193e+03
151.8,1.135e+02,7.787e+03,1.152e+02,8.016e+03
153.3,1.298e+02,7.505e+03,1.167e+02,7.752e+03
154.8,1.836e+02,7.093e+03,1.271e+02,7.404e+03
156.3,2.427e+02,7.085e+03,1.525e+02,7.480e+03
157.8,3.241e+02,7.537e+03,1.877e+02,8.049e+03
159.3,3.794e+02,7.727e+03,2.230e+02,8.329e+03
160.8,4.092e+02,7.655e+03,2.377e+02,8.302e+03
162.3,4.569e+02,7.453e+03,2.805e+02,8.190e+03
163.8,5.539e+02,7.341e+03,3.463e+02,8.241e+03
165.3,6.027e+02,7.087e+03,3.810e+02,8.071e+03
166.8,6.244e+02,6.185e+03,3.711e+02,7.180e+03
168.3,7.395e+02,5.488e+03,3.944e+02,6.622e+03
169.8,8.490e+02,5.307e+03,4.453e+02,6.601e+03
171.3,8.721e+02,4.965e+03,4.474e+02,6.284e+03
172.8,9.308e+02,4.602e+03,4.627e+02,5.995e+03
174.3,9.508e+02,4.237e+03,4.813e+02,5.669e+03
175.8,7.624e+02,3.912e+03,4.087e+02,5.083e+03
177.3,5.708e+02,3.303e+03,3.322e+02,4.206e+03
178.8,4.478e+02,2.389e+03,2.407e+02,3.078e+03
180.3,3.491e+02,1.943e+03,1.857e+02,2.478e+03
181.8,3.263e+02,2.088e+03,1.843e+02,2.598e+03
183.3,2.670e+02,2.235e+03,1.652e+02,2.667e+03
184.8,2.488e+02,2.536e+03,1.664e+02,2.952e+03
186.3,2.315e+02,2.785e+03,1.659e+02,3.183e+03
187.8,2.308e+02,2.924e+03,1.784e+02,3.333e+03
189.3,2.491e+02,2.976e+03,2.123e+02,3.437e+03
190.9,3.175e+02,3.002e+03,2.720e+02,3.592e+03
192.4,3.993e+02,2.851e+03,3.142e+02,3.564e+03
193.9,5.328e+02,2.766e+03,3.520e+02,3.651e+03
195.4,6.974e+02,2.581e+03,4.258e+02,3.704e+03
196.9,8.182e+02,2.126e+03,4.736e+02,3.418e+03
198.4,9.759e+02,1.671e+03,5.365e+02,3.183e+03
199.9,1.103e+03,1.304e+03,5.687e+02,2.976e+03
